generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
stargan,99.84992496248124,100.0,100.0,100.0,0.0,0.30015007503752145,99.69984992496248,RP6_gamma_scale_1p50,Gamma scale 1.50
stylegan,99.21548990151895,99.997181166099,99.99716650589305,98.43097980303789,1.5690201969621143,0.0,100.0,RP6_gamma_scale_1p50,Gamma scale 1.50
stylegan2,98.99849774661993,99.99658820812397,99.9965756722214,98.03455182774161,1.965448172258391,0.037556334501758215,99.96244366549824,RP6_gamma_scale_1p50,Gamma scale 1.50
whichfaceisreal,85.39999999999999,94.95456107902697,94.4562,81.39999999999999,18.60000000000001,10.599999999999994,89.4,RP6_gamma_scale_1p50,Gamma scale 1.50
wukong,89.00833333333334,97.89911475336514,97.8380986111111,79.95,20.049999999999997,1.9333333333333371,98.06666666666666,RP6_gamma_scale_1p50,Gamma scale 1.50
ADM,95.78333333333333,99.43967719977181,99.41148611111112,93.68333333333332,6.316666666666677,2.11666666666666,97.88333333333334,RP6_gamma_scale_2p00,Gamma scale 2.00
DALLE2,98.6,99.91897969345544,99.9134,98.7,1.2999999999999972,1.5,98.5,RP6_gamma_scale_2p00,Gamma scale 2.00
Glide,98.00833333333333,99.82145954518874,99.81201944444445,98.1,1.9000000000000057,2.083333333333343,97.91666666666666,RP6_gamma_scale_2p00,Gamma scale 2.00
Midjourney,97.65,99.7241086131243,99.706925,97.33333333333334,2.666666666666657,2.0333333333333314,97.96666666666667,RP6_gamma_scale_2p00,Gamma scale 2.00
VQDM,92.49166666666667,98.88959575246173,98.95031944444445,86.93333333333332,13.066666666666677,1.9500000000000028,98.05,RP6_gamma_scale_2p00,Gamma scale 2.00
biggan,87.52499999999999,98.35145481905894,98.31425,99.1,0.9000000000000057,24.05000000000001,75.94999999999999,RP6_gamma_scale_2p00,Gamma scale 2.00
coco_sdxl_nw,98.425,99.96219868067517,99.962575,99.75,0.25,2.9000000000000057,97.1,RP6_gamma_scale_2p00,Gamma scale 2.00
cyclegan,95.72293716881151,99.0979755804278,99.21944527377867,100.0,0.0,8.55412566237699,91.44587433762301,RP6_gamma_scale_2p00,Gamma scale 2.00
gaugan,81.55,97.12237068051917,97.790964,100.0,0.0,36.9,63.1,RP6_gamma_scale_2p00,Gamma scale 2.00
progan,99.97500000000001,99.99999375156212,99.99999375,99.97500000000001,0.024999999999991473,0.024999999999991473,99.97500000000001,RP6_gamma_scale_2p00,Gamma scale 2.00
stable_diffusion_v_1_4,95.25,99.22604662639378,99.21451111111111,92.5,7.5,2.0,98.0,RP6_gamma_scale_2p00,Gamma scale 2.00
stable_diffusion_v_1_5,95.6125,99.3319424656505,99.2595796875,93.27499999999999,6.7250000000000085,2.049999999999997,97.95,RP6_gamma_scale_2p00,Gamma scale 2.00
stargan,99.8249124562281,100.0,100.0,100.0,0.0,0.350175087543775,99.64982491245622,RP6_gamma_scale_2p00,Gamma scale 2.00
stylegan,99.04857285928892,99.99426472415568,99.99419091916126,98.11383742280087,1.88616257719913,0.01669170422300681,99.983308295777,RP6_gamma_scale_2p00,Gamma scale 2.00
stylegan2,99.02979469203805,99.99656506744039,99.99655843304265,98.09714571857788,1.9028542814221225,0.037556334501758215,99.96244366549824,RP6_gamma_scale_2p00,Gamma scale 2.00
