generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
whichfaceisreal,88.85,0.0,0.25,0.4,0.1875,0.3,0.5,96.85245142646507,96.4001,0.125,Tile artifact beta scale.,87.5,one_factor_compact,12.5,9.799999999999997,0.21,beta_scale,90.2,1.0,none,1.0,1.0,False,0.5,0.5,0.5,B0_beta_scale_0p50
wukong,85.34166666666667,0.0,0.25,0.4,0.1875,0.3,0.5,97.65182696280942,97.56794583333334,0.125,Tile artifact beta scale.,71.95,one_factor_compact,28.049999999999997,1.2666666666666657,0.21,beta_scale,98.73333333333333,1.0,none,1.0,1.0,False,0.5,0.5,0.5,B0_beta_scale_0p50
ADM,96.44166666666666,0.0,0.25,0.4,0.1875,0.3,0.25,99.59486649178999,99.56027222222222,0.1875,Tile artifact beta scale.,94.51666666666667,one_factor_compact,5.483333333333334,1.6333333333333258,0.21,beta_scale,98.36666666666667,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
DALLE2,98.3,0.0,0.25,0.4,0.1875,0.3,0.25,99.865005200027,99.847,0.1875,Tile artifact beta scale.,98.8,one_factor_compact,1.2000000000000028,2.200000000000003,0.21,beta_scale,97.8,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
Glide,98.53333333333333,0.0,0.25,0.4,0.1875,0.3,0.25,99.86335831556512,99.86168611111111,0.1875,Tile artifact beta scale.,98.51666666666667,one_factor_compact,1.4833333333333343,1.4499999999999886,0.21,beta_scale,98.55000000000001,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
Midjourney,96.875,0.0,0.25,0.4,0.1875,0.3,0.25,99.62814321704269,99.60451111111112,0.1875,Tile artifact beta scale.,95.16666666666667,one_factor_compact,4.833333333333329,1.4166666666666714,0.21,beta_scale,98.58333333333333,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
VQDM,93.5,0.0,0.25,0.4,0.1875,0.3,0.25,99.23456977627035,99.2304388888889,0.1875,Tile artifact beta scale.,88.33333333333333,one_factor_compact,11.666666666666671,1.3333333333333286,0.21,beta_scale,98.66666666666667,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
biggan,89.375,0.0,0.25,0.4,0.1875,0.3,0.25,99.23997596517505,99.18717500000001,0.1875,Tile artifact beta scale.,99.25,one_factor_compact,0.75,20.5,0.21,beta_scale,79.5,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
coco_sdxl_nw,98.4,0.0,0.25,0.4,0.1875,0.3,0.25,99.92810894634002,99.9281,0.1875,Tile artifact beta scale.,99.6,one_factor_compact,0.4000000000000057,2.799999999999997,0.21,beta_scale,97.2,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
cyclegan,96.59348978046934,0.0,0.25,0.4,0.1875,0.3,0.25,99.83200127444842,99.83839921239674,0.1875,Tile artifact beta scale.,99.92429977289932,one_factor_compact,0.07570022710068258,6.737320211960636,0.21,beta_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
gaugan,82.96,0.0,0.25,0.4,0.1875,0.3,0.25,99.51665477788414,99.58824200000001,0.1875,Tile artifact beta scale.,100.0,one_factor_compact,0.0,34.08,0.21,beta_scale,65.92,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.25,99.99999375156212,99.99999375,0.1875,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,beta_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
stable_diffusion_v_1_4,91.83333333333333,0.0,0.25,0.4,0.1875,0.3,0.25,98.66735150939067,98.64430277777778,0.1875,Tile artifact beta scale.,85.16666666666667,one_factor_compact,14.833333333333329,1.5,0.21,beta_scale,98.5,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
stable_diffusion_v_1_5,92.16250000000001,0.0,0.25,0.4,0.1875,0.3,0.25,98.82209353052141,98.7233453125,0.1875,Tile artifact beta scale.,85.6625,one_factor_compact,14.337500000000006,1.3375000000000057,0.21,beta_scale,98.6625,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.25,100.0,100.0,0.1875,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,beta_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
stylegan,99.32398597896845,0.0,0.25,0.4,0.1875,0.3,0.25,99.9981616647089,99.99815558200707,0.1875,Tile artifact beta scale.,98.6646636621599,one_factor_compact,1.3353363378401042,0.01669170422300681,0.21,beta_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
stylegan2,98.85453179769654,0.0,0.25,0.4,0.1875,0.3,0.25,99.99525827590703,99.99523415067519,0.1875,Tile artifact beta scale.,97.73410115172759,one_factor_compact,2.265898848272414,0.025037556334510214,0.21,beta_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
whichfaceisreal,89.35,0.0,0.25,0.4,0.1875,0.3,0.25,97.1645988386783,96.7567,0.1875,Tile artifact beta scale.,88.6,one_factor_compact,11.400000000000006,9.899999999999991,0.21,beta_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
wukong,86.53333333333333,0.0,0.25,0.4,0.1875,0.3,0.25,97.58721918016909,97.49012083333334,0.1875,Tile artifact beta scale.,74.65,one_factor_compact,25.349999999999994,1.5833333333333428,0.21,beta_scale,98.41666666666666,1.0,none,1.0,1.0,False,0.5,0.75,0.75,B0_beta_scale_0p75
ADM,96.34166666666667,0.0,0.25,0.4,0.1875,0.3,0.0,99.51956888110576,99.47610555555556,0.25,Tile artifact beta scale.,94.55,one_factor_compact,5.450000000000003,1.8666666666666742,0.21,beta_scale,98.13333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
DALLE2,98.15,0.0,0.25,0.4,0.1875,0.3,0.0,99.8560647653458,99.8359,0.25,Tile artifact beta scale.,98.8,one_factor_compact,1.2000000000000028,2.5,0.21,beta_scale,97.5,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
Glide,98.38333333333334,0.0,0.25,0.4,0.1875,0.3,0.0,99.84511579957446,99.84023055555555,0.25,Tile artifact beta scale.,98.53333333333333,one_factor_compact,1.4666666666666686,1.7666666666666657,0.21,beta_scale,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
Midjourney,97.2,0.0,0.25,0.4,0.1875,0.3,0.0,99.63461124917676,99.6067,0.25,Tile artifact beta scale.,96.23333333333333,one_factor_compact,3.7666666666666657,1.8333333333333286,0.21,beta_scale,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
VQDM,93.40833333333333,0.0,0.25,0.4,0.1875,0.3,0.0,99.08256864369835,99.07156388888889,0.25,Tile artifact beta scale.,88.51666666666667,one_factor_compact,11.483333333333334,1.7000000000000028,0.21,beta_scale,98.3,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
biggan,89.325,0.0,0.25,0.4,0.1875,0.3,0.0,99.26843368313611,99.219275,0.25,Tile artifact beta scale.,99.3,one_factor_compact,0.7000000000000028,20.650000000000006,0.21,beta_scale,79.35,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
coco_sdxl_nw,98.35000000000001,0.0,0.25,0.4,0.1875,0.3,0.0,99.9416677829944,99.9414625,0.25,Tile artifact beta scale.,99.7,one_factor_compact,0.29999999999999716,3.0,0.21,beta_scale,97.0,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.3,0.0,99.83309802712017,99.83948801202952,0.25,Tile artifact beta scale.,100.0,one_factor_compact,0.0,6.737320211960636,0.21,beta_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
gaugan,82.83,0.0,0.25,0.4,0.1875,0.3,0.0,99.50537386675106,99.577634,0.25,Tile artifact beta scale.,100.0,one_factor_compact,0.0,34.34,0.21,beta_scale,65.66,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.0,99.99999375156212,99.99999375,0.25,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,beta_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
stable_diffusion_v_1_4,92.55833333333334,0.0,0.25,0.4,0.1875,0.3,0.0,98.62378111245272,98.59178055555556,0.25,Tile artifact beta scale.,87.0,one_factor_compact,13.0,1.88333333333334,0.21,beta_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
stable_diffusion_v_1_5,92.90625,0.0,0.25,0.4,0.1875,0.3,0.0,98.79108529386482,98.6842328125,0.25,Tile artifact beta scale.,87.6375,one_factor_compact,12.362499999999997,1.8250000000000028,0.21,beta_scale,98.175,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.0,100.0,100.0,0.25,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,beta_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
stylegan,99.34902353530295,0.0,0.25,0.4,0.1875,0.3,0.0,99.99820935479707,99.99820294621536,0.25,Tile artifact beta scale.,98.71473877482892,one_factor_compact,1.2852612251710838,0.01669170422300681,0.21,beta_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
stylegan2,98.87956935403105,0.0,0.25,0.4,0.1875,0.3,0.0,99.99537859382099,99.99535325772835,0.25,Tile artifact beta scale.,97.78417626439659,one_factor_compact,2.215823735603408,0.025037556334510214,0.21,beta_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.3,0.0,97.45436924756699,97.0824,0.25,Tile artifact beta scale.,90.3,one_factor_compact,9.700000000000003,9.899999999999991,0.21,beta_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
wukong,87.61666666666666,0.0,0.25,0.4,0.1875,0.3,0.0,97.50111565340606,97.38930833333333,0.25,Tile artifact beta scale.,77.13333333333333,one_factor_compact,22.866666666666674,1.9000000000000057,0.21,beta_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.0,B0_beta_scale_1p00
ADM,96.16666666666667,0.0,0.25,0.4,0.1875,0.3,0.25,99.42606647434907,99.37165833333333,0.3125,Tile artifact beta scale.,94.58333333333333,one_factor_compact,5.416666666666671,2.25,0.21,beta_scale,97.75,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
DALLE2,97.8,0.0,0.25,0.4,0.1875,0.3,0.25,99.84670584460343,99.825,0.3125,Tile artifact beta scale.,98.9,one_factor_compact,1.0999999999999943,3.299999999999997,0.21,beta_scale,96.7,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
Glide,98.15833333333333,0.0,0.25,0.4,0.1875,0.3,0.25,99.82281363254779,99.81392777777778,0.3125,Tile artifact beta scale.,98.56666666666666,one_factor_compact,1.4333333333333371,2.25,0.21,beta_scale,97.75,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
Midjourney,97.35833333333333,0.0,0.25,0.4,0.1875,0.3,0.25,99.63439341290659,99.60156111111111,0.3125,Tile artifact beta scale.,96.88333333333333,one_factor_compact,3.1166666666666742,2.166666666666657,0.21,beta_scale,97.83333333333334,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
VQDM,93.23333333333333,0.0,0.25,0.4,0.1875,0.3,0.25,98.89760699293535,98.87683611111112,0.3125,Tile artifact beta scale.,88.73333333333333,one_factor_compact,11.266666666666666,2.2666666666666657,0.21,beta_scale,97.73333333333333,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
biggan,89.325,0.0,0.25,0.4,0.1875,0.3,0.25,99.29379185673007,99.24825,0.3125,Tile artifact beta scale.,99.35000000000001,one_factor_compact,0.6499999999999915,20.700000000000003,0.21,beta_scale,79.3,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
coco_sdxl_nw,98.2,0.0,0.25,0.4,0.1875,0.3,0.25,99.9517529816922,99.951375,0.3125,Tile artifact beta scale.,99.85000000000001,one_factor_compact,0.14999999999999147,3.450000000000003,0.21,beta_scale,96.55,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
cyclegan,96.555639666919,0.0,0.25,0.4,0.1875,0.3,0.25,99.83353480237078,99.84006106446782,0.3125,Tile artifact beta scale.,100.0,one_factor_compact,0.0,6.888720666162001,0.21,beta_scale,93.111279333838,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
gaugan,82.64,0.0,0.25,0.4,0.1875,0.3,0.25,99.49284893775395,99.565754,0.3125,Tile artifact beta scale.,100.0,one_factor_compact,0.0,34.72,0.21,beta_scale,65.28,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.25,99.99999375156212,99.99999375,0.3125,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,beta_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
stable_diffusion_v_1_4,93.10833333333333,0.0,0.25,0.4,0.1875,0.3,0.25,98.5672799252907,98.52433611111111,0.3125,Tile artifact beta scale.,88.51666666666667,one_factor_compact,11.483333333333334,2.299999999999997,0.21,beta_scale,97.7,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
stable_diffusion_v_1_5,93.36875,0.0,0.25,0.4,0.1875,0.3,0.25,98.74479037169978,98.6281875,0.3125,Tile artifact beta scale.,89.14999999999999,one_factor_compact,10.850000000000009,2.4124999999999943,0.21,beta_scale,97.5875,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.25,100.0,100.0,0.3125,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,beta_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
stylegan,99.38240694374896,0.0,0.25,0.4,0.1875,0.3,0.25,99.99823182218816,99.99822523525455,0.3125,Tile artifact beta scale.,98.78150559172092,one_factor_compact,1.218494408279085,0.01669170422300681,0.21,beta_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
stylegan2,98.89834752128192,0.0,0.25,0.4,0.1875,0.3,0.25,99.99546477179597,99.9954394536221,0.3125,Tile artifact beta scale.,97.82173259889835,one_factor_compact,2.1782674011016496,0.025037556334510214,0.21,beta_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
whichfaceisreal,90.25,0.0,0.25,0.4,0.1875,0.3,0.25,97.70929410205531,97.37259999999999,0.3125,Tile artifact beta scale.,90.8,one_factor_compact,9.200000000000003,10.299999999999997,0.21,beta_scale,89.7,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
wukong,88.25,0.0,0.25,0.4,0.1875,0.3,0.25,97.38921967878109,97.26032083333334,0.3125,Tile artifact beta scale.,78.91666666666667,one_factor_compact,21.08333333333333,2.4166666666666714,0.21,beta_scale,97.58333333333333,1.0,none,1.0,1.0,False,0.5,1.25,1.25,B0_beta_scale_1p25
ADM,95.8,0.0,0.25,0.4,0.1875,0.3,0.5,99.31292306709611,99.24491666666667,0.375,Tile artifact beta scale.,94.61666666666667,one_factor_compact,5.383333333333326,3.0166666666666657,0.21,beta_scale,96.98333333333333,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
DALLE2,97.35000000000001,0.0,0.25,0.4,0.1875,0.3,0.5,99.83663500024097,99.813,0.375,Tile artifact beta scale.,98.9,one_factor_compact,1.0999999999999943,4.200000000000003,0.21,beta_scale,95.8,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
Glide,97.86666666666667,0.0,0.25,0.4,0.1875,0.3,0.5,99.79544902340037,99.78164722222222,0.375,Tile artifact beta scale.,98.61666666666666,one_factor_compact,1.38333333333334,2.88333333333334,0.21,beta_scale,97.11666666666666,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
Midjourney,97.25833333333334,0.0,0.25,0.4,0.1875,0.3,0.5,99.62865412381244,99.59039444444444,0.375,Tile artifact beta scale.,97.45,one_factor_compact,2.549999999999997,2.933333333333337,0.21,beta_scale,97.06666666666666,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
VQDM,93.03333333333333,0.0,0.25,0.4,0.1875,0.3,0.5,98.67331548962441,98.63916388888889,0.375,Tile artifact beta scale.,88.83333333333333,one_factor_compact,11.166666666666671,2.7666666666666657,0.21,beta_scale,97.23333333333333,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
biggan,89.3,0.0,0.25,0.4,0.1875,0.3,0.5,99.31722913437639,99.27432499999999,0.375,Tile artifact beta scale.,99.4,one_factor_compact,0.5999999999999943,20.799999999999997,0.21,beta_scale,79.2,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
coco_sdxl_nw,97.85000000000001,0.0,0.25,0.4,0.1875,0.3,0.5,99.9601066870067,99.95965,0.375,Tile artifact beta scale.,99.85000000000001,one_factor_compact,0.14999999999999147,4.1499999999999915,0.21,beta_scale,95.85000000000001,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
cyclegan,96.555639666919,0.0,0.25,0.4,0.1875,0.3,0.5,99.83328516472982,99.83994645398016,0.375,Tile artifact beta scale.,100.0,one_factor_compact,0.0,6.888720666162001,0.21,beta_scale,93.111279333838,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
gaugan,82.50999999999999,0.0,0.25,0.4,0.1875,0.3,0.5,99.47924767840101,99.55299,0.375,Tile artifact beta scale.,100.0,one_factor_compact,0.0,34.980000000000004,0.21,beta_scale,65.02,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.5,99.99999375156212,99.99999375,0.375,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,beta_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
stable_diffusion_v_1_4,93.33333333333333,0.0,0.25,0.4,0.1875,0.3,0.5,98.49504412364564,98.43941527777777,0.375,Tile artifact beta scale.,89.81666666666666,one_factor_compact,10.183333333333337,3.1499999999999915,0.21,beta_scale,96.85000000000001,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
stable_diffusion_v_1_5,93.68125,0.0,0.25,0.4,0.1875,0.3,0.5,98.6855463899781,98.55764375,0.375,Tile artifact beta scale.,90.4625,one_factor_compact,9.537499999999994,3.1000000000000085,0.21,beta_scale,96.89999999999999,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.5,100.0,100.0,0.375,Tile artifact beta scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,beta_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
stylegan,99.39909864797197,0.0,0.25,0.4,0.1875,0.3,0.5,99.99825441652597,99.99824752429373,0.375,Tile artifact beta scale.,98.81488900016691,one_factor_compact,1.1851109998330855,0.01669170422300681,0.21,beta_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
stylegan2,98.97971957936905,0.0,0.25,0.4,0.1875,0.3,0.5,99.99552226454419,99.99549587275254,0.375,Tile artifact beta scale.,97.98447671507262,one_factor_compact,2.015523284927383,0.025037556334510214,0.21,beta_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
whichfaceisreal,90.5,0.0,0.25,0.4,0.1875,0.3,0.5,97.92976390170169,97.6225,0.375,Tile artifact beta scale.,91.7,one_factor_compact,8.299999999999997,10.700000000000003,0.21,beta_scale,89.3,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
wukong,88.925,0.0,0.25,0.4,0.1875,0.3,0.5,97.25122847501582,97.10293055555556,0.375,Tile artifact beta scale.,81.06666666666666,one_factor_compact,18.933333333333337,3.2166666666666686,0.21,beta_scale,96.78333333333333,1.0,none,1.0,1.0,False,0.5,1.5,1.5,B0_beta_scale_1p50
ADM,95.81666666666668,0.0,0.25,0.0,0.1875,0.0,2.0,99.46646986741592,99.42784999999999,0.25,Semantic fake-side positive evidence scale.,93.03333333333333,one_factor_compact,6.966666666666669,1.4000000000000057,0.21,semantic_pos_scale,98.6,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
DALLE2,98.85000000000001,0.0,0.25,0.0,0.1875,0.0,2.0,99.90426906036559,99.8868,0.25,Semantic fake-side positive evidence scale.,98.8,one_factor_compact,1.2000000000000028,1.0999999999999943,0.21,semantic_pos_scale,98.9,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
Glide,98.5,0.0,0.25,0.0,0.1875,0.0,2.0,99.8587823797512,99.84870555555555,0.25,Semantic fake-side positive evidence scale.,98.38333333333334,one_factor_compact,1.61666666666666,1.38333333333334,0.21,semantic_pos_scale,98.61666666666666,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
Midjourney,97.21666666666667,0.0,0.25,0.0,0.1875,0.0,2.0,99.65778086056163,99.62253333333334,0.25,Semantic fake-side positive evidence scale.,95.91666666666666,one_factor_compact,4.083333333333343,1.4833333333333343,0.21,semantic_pos_scale,98.51666666666667,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
VQDM,92.26666666666667,0.0,0.25,0.0,0.1875,0.0,2.0,98.97814505257081,99.01434444444445,0.25,Semantic fake-side positive evidence scale.,85.91666666666666,one_factor_compact,14.083333333333343,1.38333333333334,0.21,semantic_pos_scale,98.61666666666666,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
biggan,88.825,0.0,0.25,0.0,0.1875,0.0,2.0,96.75489623940737,97.03225,0.25,Semantic fake-side positive evidence scale.,98.1,one_factor_compact,1.9000000000000057,20.450000000000003,0.21,semantic_pos_scale,79.55,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
coco_sdxl_nw,98.725,0.0,0.25,0.0,0.1875,0.0,2.0,99.96775943055077,99.966725,0.25,Semantic fake-side positive evidence scale.,99.6,one_factor_compact,0.4000000000000057,2.1499999999999915,0.21,semantic_pos_scale,97.85000000000001,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
cyclegan,95.83648750946253,0.0,0.25,0.0,0.1875,0.0,2.0,98.17722208390343,98.53814322987253,0.25,Semantic fake-side positive evidence scale.,97.9560938682816,one_factor_compact,2.0439061317184013,6.283118849356555,0.21,semantic_pos_scale,93.71688115064345,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
gaugan,81.33,0.0,0.25,0.0,0.1875,0.0,2.0,84.79790619951186,88.711454,0.25,Semantic fake-side positive evidence scale.,96.06,one_factor_compact,3.9399999999999977,33.39999999999999,0.21,semantic_pos_scale,66.60000000000001,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
progan,99.875,0.0,0.25,0.0,0.1875,0.0,2.0,99.99990627650118,99.99990625000001,0.25,Semantic fake-side positive evidence scale.,99.75,one_factor_compact,0.25,0.0,0.21,semantic_pos_scale,100.0,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
stable_diffusion_v_1_4,92.60000000000001,0.0,0.25,0.0,0.1875,0.0,2.0,98.78603599664214,98.71035277777777,0.25,Semantic fake-side positive evidence scale.,86.76666666666667,one_factor_compact,13.233333333333334,1.566666666666677,0.21,semantic_pos_scale,98.43333333333332,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
stable_diffusion_v_1_5,93.00625,0.0,0.25,0.0,0.1875,0.0,2.0,98.92014935659613,98.7985625,0.25,Semantic fake-side positive evidence scale.,87.3375,one_factor_compact,12.662499999999994,1.3250000000000028,0.21,semantic_pos_scale,98.675,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
stargan,99.94997498749375,0.0,0.25,0.0,0.1875,0.0,2.0,100.0,100.0,0.25,Semantic fake-side positive evidence scale.,100.0,one_factor_compact,0.0,0.10005002501250715,0.21,semantic_pos_scale,99.89994997498749,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
stylegan,98.89000166917043,0.0,0.25,0.0,0.1875,0.0,2.0,99.99777682482473,99.99777388221095,0.25,Semantic fake-side positive evidence scale.,97.78000333834085,one_factor_compact,2.2199966616591524,0.0,0.21,semantic_pos_scale,100.0,1.0,none,1.0,0.0,False,0.5,1.0,0.0,A0_semantic_pos_scale_0p00
